sequence,filename,quality,codec,model,true_class,original_pred,compressed_pred,original_confidence,compressed_confidence
416,Forest/Forest_1487.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9997783303260804,0.9999326467514038
417,Forest/Forest_1375.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.999984860420227,0.9990891218185424
418,Forest/Forest_1993.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999879598617554,0.9997636675834656
419,Forest/Forest_2325.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999979734420776,0.999880313873291
420,Forest/Forest_2638.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9996052384376526,0.999957799911499
421,Forest/Forest_2134.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9996371269226074,0.9998449087142944
422,Forest/Forest_1017.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.99994957447052,1.0
423,Forest/Forest_1335.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999492168426514,1.0
424,Forest/Forest_1391.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999605417251588,1.0
425,Forest/Forest_2328.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999741315841676,0.9971412420272828
426,Forest/Forest_2166.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,HerbaceousVegetation,0.9807143807411194,0.9770629405975342
427,Forest/Forest_2434.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999562501907348,0.9995156526565552
428,Forest/Forest_983.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9956079125404358,0.9999997615814208
429,Forest/Forest_635.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9990611672401428,0.9999990463256836
430,Forest/Forest_922.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.999588429927826,0.9997188448905944
431,Forest/Forest_991.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999995231628418,0.9986324906349182
432,Forest/Forest_1567.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9996401071548462,0.999117910861969
433,Forest/Forest_1987.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,Pasture,0.9937041401863098,0.6773778200149536
434,Forest/Forest_1300.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.998837411403656,1.0
435,Forest/Forest_127.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999998807907104,0.9999862909317015
436,Forest/Forest_927.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999955892562866,0.9971598386764526
437,Forest/Forest_1907.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9998936653137208,1.0
438,Forest/Forest_2087.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,HerbaceousVegetation,0.9981206059455872,0.8413333892822266
439,Forest/Forest_579.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999788999557496,0.9987998008728028
440,Forest/Forest_1314.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999946355819702,1.0
441,Forest/Forest_24.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9958635568618774,0.9999966621398926
442,Forest/Forest_734.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9997093081474304,0.999948024749756
443,Forest/Forest_458.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,HerbaceousVegetation,0.9999959468841552,0.8305888175964355
444,Forest/Forest_804.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9994290471076964,0.9999995231628418
445,Forest/Forest_1683.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999099969863892,0.9999992847442628
446,Forest/Forest_2590.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9998062252998352,1.0
447,Forest/Forest_2382.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999833106994628,0.9996351003646852
448,Forest/Forest_337.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.9999964237213136,0.9999395608901978
449,Forest/Forest_231.jpg,q6,cheng2020-attn,ResNet-18,Forest,Forest,SeaLake,0.994438886642456,0.9999997615814208
450,HerbaceousVegetation/HerbaceousVegetation_2940.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9961438179016112,0.9801920652389526
451,HerbaceousVegetation/HerbaceousVegetation_1952.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9707302451133728,0.7948593497276306
452,HerbaceousVegetation/HerbaceousVegetation_1262.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,PermanentCrop,0.8722209930419922,0.9373011589050292
453,HerbaceousVegetation/HerbaceousVegetation_730.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9999488592147828,0.7638461589813232
454,HerbaceousVegetation/HerbaceousVegetation_2753.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9992831349372864,0.9103166460990906
455,HerbaceousVegetation/HerbaceousVegetation_866.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9700863361358644,0.9630287289619446
456,HerbaceousVegetation/HerbaceousVegetation_629.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9893996119499208,0.6858992576599121
457,HerbaceousVegetation/HerbaceousVegetation_104.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.7441253066062927,0.9926844835281372
458,HerbaceousVegetation/HerbaceousVegetation_2907.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9943453669548036,0.9997809529304504
459,HerbaceousVegetation/HerbaceousVegetation_1058.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9964685440063475,0.9539977312088012
460,HerbaceousVegetation/HerbaceousVegetation_495.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.997405469417572,0.800550103187561
461,HerbaceousVegetation/HerbaceousVegetation_1382.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9995653033256532,0.578427791595459
462,HerbaceousVegetation/HerbaceousVegetation_1658.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9934207797050476,0.9063861966133118
463,HerbaceousVegetation/HerbaceousVegetation_1356.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.970559298992157,0.9064833521842957
464,HerbaceousVegetation/HerbaceousVegetation_1979.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9990895986557008,0.9958694577217102
465,HerbaceousVegetation/HerbaceousVegetation_1046.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,AnnualCrop,0.9723376631736756,0.9560606479644777
466,HerbaceousVegetation/HerbaceousVegetation_531.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9995705485343932,0.9909007549285888
467,HerbaceousVegetation/HerbaceousVegetation_1113.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,AnnualCrop,0.9791918396949768,0.9045112133026124
468,HerbaceousVegetation/HerbaceousVegetation_1477.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9740404486656188,0.7691689133644104
469,HerbaceousVegetation/HerbaceousVegetation_2928.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,Pasture,0.5770176649093628,0.6117208003997803
470,HerbaceousVegetation/HerbaceousVegetation_1567.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,River,0.8931682705879211,0.8069643974304199
471,HerbaceousVegetation/HerbaceousVegetation_2672.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,Pasture,0.9399012327194214,0.5413983464241028
472,HerbaceousVegetation/HerbaceousVegetation_1252.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.9895115494728088,0.707656741142273
473,HerbaceousVegetation/HerbaceousVegetation_301.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,AnnualCrop,0.9896005392074584,0.540726363658905
474,HerbaceousVegetation/HerbaceousVegetation_1699.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.952543556690216,0.7735159993171692
475,HerbaceousVegetation/HerbaceousVegetation_157.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.95597642660141,0.6051528453826904
476,HerbaceousVegetation/HerbaceousVegetation_836.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,SeaLake,0.8714791536331177,0.9996770620346068
477,HerbaceousVegetation/HerbaceousVegetation_1414.jpg,q6,cheng2020-attn,ResNet-18,HerbaceousVegetation,HerbaceousVegetation,AnnualCrop,0.7705764770507812,0.9563462138175964
478,Highway/Highway_610.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.9955366849899292,0.7721259593963623
479,Highway/Highway_212.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.7245988249778748,0.679183840751648
480,Highway/Highway_1614.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.9551080465316772,0.5556170344352722
481,Highway/Highway_2243.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.9969831109046936,0.9075785875320436
482,Highway/Highway_2320.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,SeaLake,0.9999802112579346,0.9939129948616028
483,Highway/Highway_493.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.99215829372406,0.7431124448776245
484,Highway/Highway_39.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.6497797966003418,0.7274461984634399
485,Highway/Highway_1097.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,Industrial,0.8972269296646118,0.5146097540855408
486,Highway/Highway_444.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,AnnualCrop,0.8811643719673157,0.5983428955078125
487,Highway/Highway_1777.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,AnnualCrop,0.9347893595695496,0.9875346422195436
488,Highway/Highway_1660.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.9651174545288086,0.7084982395172119
489,Highway/Highway_1058.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.9821400046348572,0.5629556179046631
490,Highway/Highway_1570.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.8539592027664185,0.7646980285644531
491,Highway/Highway_2321.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,AnnualCrop,0.999992847442627,0.9630786776542664
492,Highway/Highway_1259.jpg,q6,cheng2020-attn,ResNet-18,Highway,Highway,River,0.972380518913269,0.9898906946182252
493,Industrial/Industrial_2482.jpg,q6,cheng2020-attn,ResNet-18,Industrial,Industrial,HerbaceousVegetation,0.9293097853660583,0.4821482002735138
494,Pasture/Pasture_1161.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9994800686836244,0.9997901320457458
495,Pasture/Pasture_1519.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9998854398727416,0.9027175903320312
496,Pasture/Pasture_1914.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.974115788936615,0.9277297258377076
497,Pasture/Pasture_699.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.7613751888275146,0.8797379732131958
498,Pasture/Pasture_1403.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.999990940093994,0.9164993166923524
499,Pasture/Pasture_1349.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9999070167541504,0.6136200428009033
500,Pasture/Pasture_662.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9992590546607972,0.701343297958374
501,Pasture/Pasture_1183.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9993345141410828,0.9235010743141174
502,Pasture/Pasture_437.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9994205236434937,0.8590870499610901
503,Pasture/Pasture_1944.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9232105016708374,0.9979925155639648
504,Pasture/Pasture_914.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.945425271987915,0.8959579467773438
505,Pasture/Pasture_539.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.999247670173645,0.999561846256256
506,Pasture/Pasture_1408.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9939000606536864,0.9973465204238892
507,Pasture/Pasture_660.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.9896515011787416,0.7082107663154602
508,Pasture/Pasture_1143.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.949974238872528,0.9973565340042114
509,Pasture/Pasture_547.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9966805577278136,0.9993584752082824
510,Pasture/Pasture_792.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9759240746498108,0.6980477571487427
511,Pasture/Pasture_1483.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9976741671562196,0.9693195819854736
512,Pasture/Pasture_120.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9996267557144164,0.9329564571380616
513,Pasture/Pasture_1542.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.998952865600586,0.9620668292045592
514,Pasture/Pasture_250.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.8706850409507751,0.8639617562294006
515,Pasture/Pasture_168.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.92939031124115,0.6631848812103271
516,Pasture/Pasture_714.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9997931122779846,0.7482715249061584
517,Pasture/Pasture_732.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9996248483657836,0.9996527433395386
518,Pasture/Pasture_1309.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.998745322227478,0.6930223703384399
519,Pasture/Pasture_744.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9998286962509156,0.9489405751228333
520,Pasture/Pasture_1175.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.998753547668457,0.9937077760696412
521,Pasture/Pasture_1511.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9819155931472778,0.9535803198814392
522,Pasture/Pasture_426.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.906566560268402,0.976298451423645
523,Pasture/Pasture_1425.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.4901740252971649,0.999170184135437
524,Pasture/Pasture_1194.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9478553533554076,0.7279102206230164
525,Pasture/Pasture_1477.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.9952273368835448,0.7935487031936646
526,Pasture/Pasture_1529.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9987964630126952,0.5712836384773254
527,Pasture/Pasture_1639.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.9779989719390868,0.7962809205055237
528,Pasture/Pasture_1578.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.999868631362915,0.4920247793197632
529,Pasture/Pasture_552.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9988941550254822,0.9908616542816162
530,Pasture/Pasture_7.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9327920079231262,0.982631266117096
531,Pasture/Pasture_1075.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9999662637710572,0.8767961859703064
532,Pasture/Pasture_1262.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9906013011932372,0.9708484411239624
533,Pasture/Pasture_267.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.998867392539978,0.9973763227462769
534,Pasture/Pasture_1177.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9999250173568726,0.8872923254966736
535,Pasture/Pasture_623.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.5550678372383118,0.9997379183769226
536,Pasture/Pasture_1513.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.997642457485199,0.7233254313468933
537,Pasture/Pasture_282.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9999573230743408,0.8461145162582397
538,Pasture/Pasture_1936.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.999210000038147,0.990843951702118
539,Pasture/Pasture_395.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9959220886230468,0.9562665224075316
540,Pasture/Pasture_1680.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,HerbaceousVegetation,0.9989181756973268,0.7354167699813843
541,Pasture/Pasture_1152.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.909409999847412,0.9990283250808716
542,Pasture/Pasture_489.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9999656677246094,0.5518651604652405
543,Pasture/Pasture_1134.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.999680757522583,0.9198594689369202
544,Pasture/Pasture_735.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9848074913024902,0.996126115322113
545,Pasture/Pasture_1230.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9984903335571288,0.6545905470848083
546,Pasture/Pasture_1184.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.8147687315940857,0.7833561301231384
547,Pasture/Pasture_1770.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.7956339120864868,0.4013498723506927
548,Pasture/Pasture_1835.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.9971248507499696,0.624428391456604
549,Pasture/Pasture_857.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.5413005948066711,0.994895040988922
550,Pasture/Pasture_1215.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9998434782028198,0.8098691701889038
551,Pasture/Pasture_276.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9738839864730836,0.97911137342453
552,Pasture/Pasture_875.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,SeaLake,0.9998294115066528,0.9564001560211182
553,Pasture/Pasture_722.jpg,q6,cheng2020-attn,ResNet-18,Pasture,Pasture,AnnualCrop,0.7159355878829956,0.950398087501526
554,PermanentCrop/PermanentCrop_34.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.5259974002838135,0.6971884369850159
555,PermanentCrop/PermanentCrop_661.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.6623051762580872,0.9638009071350098
556,PermanentCrop/PermanentCrop_547.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.7629046440124512,0.5838921070098877
557,PermanentCrop/PermanentCrop_1979.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9940419793128968,0.7663341760635376
558,PermanentCrop/PermanentCrop_1814.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9974864721298218,0.4495874643325805
559,PermanentCrop/PermanentCrop_1371.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9919638633728028,0.561518669128418
560,PermanentCrop/PermanentCrop_1304.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.9996583461761476,0.6110057830810547
561,PermanentCrop/PermanentCrop_342.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9827899932861328,0.979539394378662
562,PermanentCrop/PermanentCrop_1377.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.6365360617637634,0.7050405144691467
563,PermanentCrop/PermanentCrop_668.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.98252135515213,0.7372165322303772
564,PermanentCrop/PermanentCrop_2205.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.8974816203117371,0.9682407975196838
565,PermanentCrop/PermanentCrop_2103.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.7827550768852234,0.9930070638656616
566,PermanentCrop/PermanentCrop_1584.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.6411718130111694,0.9700344800949096
567,PermanentCrop/PermanentCrop_686.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.8856860399246216,0.917669415473938
568,PermanentCrop/PermanentCrop_1303.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.9971062541007996,0.6572127938270569
569,PermanentCrop/PermanentCrop_789.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.995689332485199,0.6187434196472168
570,PermanentCrop/PermanentCrop_434.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.991275191307068,0.7042121291160583
571,PermanentCrop/PermanentCrop_37.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.946800410747528,0.9974169731140136
572,PermanentCrop/PermanentCrop_760.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9989445805549622,0.934800624847412
573,PermanentCrop/PermanentCrop_2494.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9946237802505492,0.5057414174079895
574,PermanentCrop/PermanentCrop_1040.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.5261795520782471,0.9974567294120787
575,PermanentCrop/PermanentCrop_907.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9984076619148254,0.7335070371627808
576,PermanentCrop/PermanentCrop_1300.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,River,0.9147921204566956,0.5539264678955078
577,PermanentCrop/PermanentCrop_1946.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9999574422836304,0.6302415728569031
578,PermanentCrop/PermanentCrop_1494.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Highway,0.9967668056488036,0.6102708578109741
579,PermanentCrop/PermanentCrop_727.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.7914624810218811,0.569341778755188
580,PermanentCrop/PermanentCrop_1338.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Highway,0.9115439653396606,0.4615339338779449
581,PermanentCrop/PermanentCrop_1093.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9768054485321044,0.9997597336769104
582,PermanentCrop/PermanentCrop_2487.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9984831213951112,0.7167673707008362
583,PermanentCrop/PermanentCrop_158.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9997112154960632,0.5681388974189758
584,PermanentCrop/PermanentCrop_1652.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.989421546459198,0.6118806004524231
585,PermanentCrop/PermanentCrop_1517.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.998759627342224,0.4966485798358917
586,PermanentCrop/PermanentCrop_2327.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.992592751979828,0.9711959362030028
587,PermanentCrop/PermanentCrop_24.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9666560292243958,0.9700735211372375
588,PermanentCrop/PermanentCrop_1058.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.999444305896759,0.8767753839492798
589,PermanentCrop/PermanentCrop_551.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,AnnualCrop,0.9587323665618896,0.9978919625282288
590,PermanentCrop/PermanentCrop_880.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,HerbaceousVegetation,0.5573940277099609,0.4296124875545501
591,PermanentCrop/PermanentCrop_924.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,River,0.4405816197395324,0.9601471424102784
592,PermanentCrop/PermanentCrop_1099.jpg,q6,cheng2020-attn,ResNet-18,PermanentCrop,PermanentCrop,Pasture,0.9792087078094482,0.9313542246818542
593,Residential/Residential_1042.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9994720816612244,0.530774712562561
594,Residential/Residential_1160.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9698965549468994,0.9005669355392456
595,Residential/Residential_2014.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.998052716255188,0.8210011720657349
596,Residential/Residential_558.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.999924898147583,0.6372133493423462
597,Residential/Residential_688.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9985883831977844,0.9455421566963196
